"id:ID","uri","label","extensible","notation","definition","identifier","alt_label","pref_label"
"37435","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142413","","","causality assessment","An evaluation performed by a medical professional concerning the likelihood that a therapy or product under study caused or contributed to an adverse event.","C142413","","Causality Assessment"
"37436","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142415","","","CDISC SHARE","A global, accessible, electronic library, which, through advanced technology, enables precise and standardized data element definitions that can be used within applications and across studies to improve biomedical research and its link with healthcare. In the first iteration, CDISC SHARE will contain the existing CDISC standards, such as CDASH and SDTM, providing machine-readable elements (variables) within those standards. This will allow a range of applications used within organizations to automatically access those definitions. [CDISC]","C142415","","CDISC Shared Health And Research Electronic Library"
"37437","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142416","","","CDISC standards","A set of models, implementation guides, controlled vocabularies, and exchange formats developed by the Clinical Data Interchange Standards Consortium (CDISC), which are intended to provide for consistent use of common representations of data, terms and specifications. NOTE: These standards apply to translational research, electronic submission of clinical data, and the life-cycle of clinical product development, which includes protocol representation, data collection, aggregation, tabulation, and analysis and unambiguous information exchange across disparate systems. [After https://www.ncbi.nlm.nih.gov]. See also standard, data standards, Study Data Standardization Plan, and Standards Development Organization.","C142416","","CDISC Standard"
"37438","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C70601","","","cell therapy","The prevention or treatment of human disease by the administration of cells that have been selected, multiplied, and pharmacologically treated or altered outside the body (ex vivo), or methods (pharmacological as well as nonpharmacological) to modify the function of intrinsic cells of the body for therapeutic purposes (in vivo). NOTE: Cell therapies can be classified based on therapeutic indication, cell type, source of cells, and underlying technology, among others, in medical and regulatory contexts. [After https://www.sciencedirect.com/topics/neuroscience/cell-therapy; After Regulation (EC) No 1394/2007 of the European Parliament and of the Council of 13 November 2007.] See also regenerative medicine therapy, regenerative medicine advanced therapy, gene therapy, biological product.","C70601","","Cellular Therapy"
"37439","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142417","","","certified copy","A copy (irrespective of the type of media used) of the original record that has been verified (i.e., by a dated signature or by generation through a validated process) to have the same information, including data that describe the context, content, and structure, as the original. [ICH E6 (R2)]","C142417","","Certified Copy"
"37440","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142418","","","certified IRB professional (CIP)","Persons certified to participate on an institutional review board, who satisfy the educational and employment requirements and pass an examination conducted by the applied Research ethics national association (aRena), the membership division of Public Responsibility in Medicine and Research (PRiM&R).","C142418","","Certified IRB Professional"
"37441","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C158128","","","challenge agent","A non-investigational medicinal product (NIMP) given to trial subjects to produce a physiological response that is necessary before the pharmacological action of the investigational medicinal product can be assessed. [After Recommendations from the expert group on clinical trials for the implementation of Regulation (EU) No 536/2014' dd 28 June 2017]","C158128","","Challenge Agent"
"37442","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C156647","","","CHI (consolidated health informatics)","CHI began as an eGov initiative to establish a portfolio of existing health information interoperability standards (health vocabulary and messaging) enabling all agencies in the federal health enterprise to ""speak the same language"" based on common enterprise-wide business and information technology architectures. CHI is currently managed under the Office of the National Coordinator for Health Informational Technology's (ONC) Federal Health Architecture (FHA) Program Management Office. Ref: The United States Health Information Knowledgebase [USHIK]. [HITSP]","C156647","","Consolidated Health Informatics"
"37443","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C41106","","","class","A definition of objects with properties (attributes, methods, relationships) that all objects in the class have in common. [HL7, 2001] in data modeling, a class defines a set of objects that share the same attributes, relationships, and semantics. A class is usually an entity that represents a person, place, or thing.","C41106","","Object Class"
"37444","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142419","","","clean database","A set of reviewed data in which errors have been resolved to meet QA requirements for error rate and in which measurements and other values are provided in acceptable units; database that is ready to be locked. See also database lock, clean file.","C142419","","Clean Database"
"37445","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142420","","","clean file","When all data cleaning is completed and database is ready for quality review and unblinding.","C142420","","Clean File"
"37446","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142421","","","client","A program that makes a service request of another program, usually running on a server, that fulfills the request. Web browsers (such as Firefox and Microsoft explorer) are clients that request HTML files from web servers.","C142421","","Client Computer"
"37447","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142422","","","clinical benefit","A therapeutic intervention may be said to confer clinical benefit if it prolongs life, improves function, and/or improves the way a subject feels.","C142422","","Clinical Benefit"
"37448","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142423","","","clinical clarification","A query resolution received from the sponsor staff (medical monitors, DSMB monitoring board, etc.). See also self-evident change.","C142423","","Clinical Clarification"
"37449","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C15783","","","clinical data","Data pertaining to the medical well-being or status of a patient. Category also includes clinical reports and individual patient data (IPD) as defined in the EMA Policy 0070 Implementation Guide. [http://www.ema.eoropa.eu/docs/en_GB/document_library/REPORT/2014/10/WC500174378.PDF]","C15783","","Clinical Data"
"37450","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142424","","","clinical development plan","A document that describes the collection of clinical studies that are to be performed in sequence, or in parallel, with a particular active substance, device, procedure, or treatment strategy, typically with the intention of submitting them as part of an application for a marketing authorization. NOTE: The plan should have appropriate decision points and allow modification as knowledge accumulates. [from ICH E9] See also development plan.","C142424","","Clinical Development Plan"
