"id","alt_label","definition","identifier","notation","pref_label","uri"
"4056","C1 Vertebra","The first of the seven cervical vertebrae. (NCI)","C32239","C1 VERTEBRA","C1 Vertebra","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32239"
"4057","C2 Vertebra","The second of the seven cervical vertebrae. (NCI)","C32240","C2 VERTEBRA","C2 Vertebra","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32240"
"4058","C3 Vertebra","The third of the seven cervical vertebrae. (NCI)","C32241","C3 VERTEBRA","C3 Vertebra","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32241"
"4059","C4 Vertebra","The fourth of the seven cervical vertebrae. (NCI)","C32242","C4 VERTEBRA","C4 Vertebra","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32242"
"4060","C5 Vertebra","The fifth of the seven cervical vertebrae. (NCI)","C32243","C5 VERTEBRA","C5 Vertebra","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32243"
"4061","C6 Vertebra","The sixth of the seven cervical vertebrae. (NCI)","C32244","C6 VERTEBRA","C6 Vertebra","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32244"
"4062","C7 Vertebra","The seventh of the seven cervical vertebrae. (NCI)","C32245","C7 VERTEBRA","C7 Vertebra","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32245"
"4063","","A roughened surface on the superior portion of the posterior half of the calcaneus, where the calcaneal (Achilles) tendon inserts.","C142295","CALCANEAL TUBEROSITY","Calcaneal Tuberosity","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C142295"
"4064","Calcaneum;Calcaneus Bone","The irregular and largest tarsal bone that forms the heel. (NCI)","C32250","CALCANEUS","Calcaneum","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32250"
"4065","","A cerebral fissure that originates near the occipital lobe and terminates below the corpus callosum. (NCI)","C32252","CALCARINE SULCUS","Calcarine Sulcus","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32252"
"4066","","Any of the veins located within the muscles of the posterior lower leg, such as the gastrocnemial, soleal, and gemellar veins.","C154703","CALF MUSCULAR VEIN","Calf Muscular Vein","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C154703"
"4067","","The posterior aspect of the lower extremity that extends from the knee to the foot. (NCI)","C93027","CALF","Calf","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C93027"
"4068","Canine Tooth","A single-cusped (pointed) and usually single-rooted tooth located between the incisors and premolars. (NCI)","C32258","CANINE TOOTH","Canine Tooth","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32258"
"4069","Capitate Bone","The largest of eight carpal bones, located in the center of the hand. (NCI)","C12856","CAPITATE BONE","Capitate Bone","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12856"
"4070","","A condyloid synovial joint within the wrist connecting the capitate bone to the hamate bone.","C139188","CAPITATE-HAMATE JOINT","Capitate-Hamate Joint","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C139188"
"4071","","A condyloid synovial joint within the wrist connecting the capitate bone to the lunate bone.","C139189","CAPITATE-LUNATE JOINT","Capitate-Lunate Joint","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C139189"
"4072","","A valve located in the heart.","C12729","CARDIAC VALVE","Cardiac Valve","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12729"
"4073","","All of the tissue that comprises the solid, outer structure of the heart, including the epicardium, the myocardium, and the endocardium.","C139201","CARDIAC WALL","Cardiac Wall","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C139201"
"4074","Cardiophrenic Angle Lymph Node","A lymph node located in the angle between the heart and diaphragm.","C121555","CARDIOPHRENIC LYMPH NODE","Cardiophrenic Lymph Node","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C121555"
"4075","Circulatory System","A collection of organs including the heart and the blood vessels.","C12686","CARDIOVASCULAR SYSTEM","Cardiovascular System","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12686"
"4076","Common Carotid Artery","An artery of the mediastinum and neck; in general it arises as a primary or secondary branch of the aortic arch and branches into the internal and external carotid arteries.","C12687","CAROTID ARTERY","Common Carotid Artery","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12687"
"4077","","Any of the bones of the joint located between the radius and ulna and metacarpus.","C12688","CARPAL BONE","Carpal Bone","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12688"
"4078","CMC1","A saddle-shaped synovial joint between the metacarpal of the thumb and the trapezium. (NCI)","C103912","CARPOMETACARPAL JOINT 1","Carpometacarpal Joint 1","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C103912"
"4079","CMC2","A plane joint primarily between the second metacarpal and the trapezoid, which also connects with the trapezium and capitate. (NCI)","C103913","CARPOMETACARPAL JOINT 2","Carpometacarpal Joint 2","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C103913"
"4080","CMC3","A plane joint between the third metacarpal and the capitate. (NCI)","C103914","CARPOMETACARPAL JOINT 3","Carpometacarpal Joint 3","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C103914"
"4081","CMC4","A plane joint between the fourth metacarpal and the hamate. (NCI)","C103915","CARPOMETACARPAL JOINT 4","Carpometacarpal Joint 4","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C103915"
"4082","CMC5","A plane joint between the fifth metacarpal and the pisiform. (NCI)","C103916","CARPOMETACARPAL JOINT 5","Carpometacarpal Joint 5","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C103916"
"4083","","The articulation of the proximal bases of the metacarpal bones and the distal carpal bones in the fingers, and the first metacarpal bone and the trapezium bone of the wrist in the thumb.","C32265","CARPOMETACARPAL JOINT","Carpometacarpal Joint","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32265"
"4084","","Any of the vertebrae below or posterior to the sacral vertebrae and that form the tail.","C176319","CAUDAL VERTEBRA","Caudal Vertebra","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C176319"
"4085","","The gray matter adjacent to each lateral ventricle of the brain that comprises the medial dorsal striatum of the basal ganglia.","C12451","CAUDATE NUCLEUS","Caudate Nucleus","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12451"
"4086","","The pouch-like portion of the proximal large intestine opening into the colon.","C12381","CECUM","Cecum","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12381"
"4087","Celiac Trunk","An artery of the abdomen; in general it arises from the abdominal aorta below the diaphragm and branches to form the left gastric artery, common hepatic artery, and splenic artery.","C52846","CELIAC ARTERY","Celiac Artery","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52846"
"4088","Celiac Axis Lymph Node;Celiac Lymph Node","A lymph node at the base of the celiac artery. (NCI)","C65166","CELIAC LYMPH NODE","Celiac Lymph Node","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C65166"
"4089","","The part of the nervous system that consists of the brain, spinal cord, and meninges. (NCI)","C12438","CENTRAL NERVOUS SYSTEM","Central Nervous System","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12438"
"4090","Vena Cephalica","A vein of the arm/forelimb; in general it arises from the dorsal venous network of the hand/forefoot and drains into the axillary vein.","C32286","CEPHALIC VEIN","Cephalic Vein","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32286"
"4091","","The portion of the brain that extends from the brainstem through the cerebellar folia.","C12445","CEREBELLUM","Cerebellum","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12445"
"4092","","Any artery supplying the cerebral cortex.","C12691","CEREBRAL ARTERY","Cerebral Artery","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12691"
"4093","Cerebral Cortex","The outer layer of the cerebrum composed of neurons and unmyelinated nerve fibers. It is responsible for memory, attention, consciousness and other higher levels of mental function.","C12443","CEREBRAL CORTEX","Cerebral Cortex","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12443"
"4094","","The left half of the cerebrum.","C32955","CEREBRAL HEMISPHERE, LEFT","Left Cerebral Hemisphere","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32955"
"4095","","The right half of the cerebrum.","C33472","CEREBRAL HEMISPHERE, RIGHT","Right Cerebral Hemisphere","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33472"
"4096","","The paired anterior portions of the midbrain consisting of the crus cerebri, the tegmentum, and the substantia nigra.","C32291","CEREBRAL PEDUNCLE","Cerebral Peduncle","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32291"
"4097","Cerebral Subcortex","The layer located below the cerebral cortex that includes the forebrain, midbrain and hindbrain. (NCI)","C98712","CEREBRAL SUBCORTEX","Cerebral Subcortex","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C98712"
"4098","","Any of the external or internal veins that drain the cerebral hemispheres.","C53037","CEREBRAL VEIN","Cerebral Vein","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C53037"
"4099","","The portion of the brain comprising the frontal, parietal, temporal, and occipital lobes and extending through the thalamus.","C12351","CEREBRUM","Cerebral Hemisphere","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12351"
"4100","","Lymph node(s) in the cervical region, or neck.","C32298","CERVICAL LYMPH NODE","Cervical Lymph Node","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32298"
"4101","","The set of vertebrae immediately caudal to the skull.","C69313","CERVICAL SPINE","Cervical Spine","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C69313"
"4102","","Any one of the seven vertebrae that are caudal to the skull, denoted as C1, C2, C3, C4, C5, C6 or C7.","C12693","CERVICAL VERTEBRA","Cervical Vertebra","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12693"
"4103","","The region of the body that comprises the uterine cervix and vagina. (NCI)","C178002","CERVICOVAGINAL REGION","Cervicovaginal Region","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C178002"
"4104","Cervix Uteri;Uterine Cervix","The portion of the uterus (or uterine horns) that empties into the vagina.","C12311","CERVIX UTERI","Cervix Uteri","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12311"
"4105","","The soft tissue on the lateral aspects of the face, generally bounded by the eyes, nose, ear, and jaw line.","C13070","CHEEK","Cheek","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C13070"
"4106","Chest Wall","The total system of structures outside the lungs that move as a part of breathing; it includes all structures from the skin to the parietal pleura. (NCI)","C62484","CHEST WALL","Chest Wall","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C62484"
"4107","Chest","The anterior side of the thorax from the neck to the abdomen. The shape of the chest is often regarded as potential insight into a disease process, as in the case of barrel chest and respiratory dysfunction. (NCI)","C25389","CHEST","Chest","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C25389"
"4108","","The part of the face below the lower lip and including the protruding part of the lower jaw.","C81169","CHIN","Mentum","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C81169"
"4109","","Blood vessels and ependyma forming villous structures in the ventricles of the brain.","C12694","CHOROID PLEXUS","Choroid Plexus","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12694"
"4110","","A blood vessel-containing membrane of the eye that lies between the retina and the sclera. (NCI)","C12344","CHOROID","Choroid","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12344"
"4111","","Circumferential tissue located behind the iris and composed of muscle and epithelium.","C12345","CILIARY BODY","Ciliary Body","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12345"
"4112","","Part of the medial aspect of the cerebral cortex. (NCI)","C52713","CINGULATE CORTEX","Cingulate Cortex","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52713"
"4113","CIRC AV;CIRCUMFLEX ARTERY AV GROOVE CONTINUATION ARTERY SEGMENT","The segment of the left circumflex artery that is distal to the third marginal branch, located in the atrioventricular groove.","C102287","CIRCUMFLEX ARTERY AV GROOVE CONTINUATION ARTERY","Circumflex Artery AV Groove Continuation Artery","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102287"
"4114","","The left circumflex coronary artery and all of its branches.","C102286","CIRCUMFLEX, OBTUSE MARGINALS, LEFT POSTEROLATERAL AND LEFT POSTERIOR DESCENDING ARTERY BRANCHES","Circumflex Artery and its Branches","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102286"
"4115","","The paired bone that is situated between the sternum and the shoulder.","C12695","CLAVICLE","Clavicle","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12695"
"4116","","The curved, pointed appendage on the distal end of a digit, composed of keratin.","C176323","CLAW","Claw","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C176323"
"4117","","The erectile tissue in the vulva. It is composed of the corpora cavernosa and the glans clitoris.","C12308","CLITORIS","Clitoris","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12308"
"4118","Coccygeal Vertebra","Four vertebral segments positioned at the base of the spine that are fused. (NCI)","C32334","COCCYGEAL VERTEBRA","Coccygeal Vertebra","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32334"
"4119","Coccyx","A small bone located at the bottom of the spine. The coccyx is a result of 3-5 fused rudimentary vertebrae. (NCI)","C12696","COCCYX","Coccyx","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12696"
"4120","","A lymph node located in the colon.","C176317","COLON LYMPH NODE","Colon Lymph Node","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C176317"
"4121","","The portion of the gastrointestinal tract wall that surrounds the cavity of the colon and contains teniae coli, haustra, and epiploic appendages.","C176315","COLON WALL","Colon Wall","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C176315"
"4122","","The portion of the large intestine which extends from the cecum (or small intestine in animals that don't have a cecum) to the rectum.","C12382","COLON","Colon","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12382"
"4123","Ascending Colon","The first part of the colon (large intestine) that starts in the right lower quadrant of the abdomen and ends at the transverse colon in the right upper quadrant of the abdomen. (NCI)","C12265","COLON, ASCENDING","Ascending Colon","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12265"
"4124","Descending Colon","The fourth portion of the large intestine (colon) that communicates with the transverse colon in the left-upper quadrant of the abdomen and the rectum below. (NCI)","C12268","COLON, DESCENDING","Descending Colon","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12268"
"4125","Hepatic Flexure;Right Colic Flexure","The bend at the junction of the ascending and transverse colon.","C12266","COLON, HEPATIC FLEXURE","Hepatic Flexure","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12266"
"4126","Left Colon","The portion of the large intestine that includes the descending and sigmoid colon. (NCI)","C33929","COLON, LEFT","Left Colon","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33929"
"4127","","A portion of the large intestine that includes the descending colon, sigmoid colon and rectum.","C103438","COLON, RECTOSIGMOID","Rectosigmoid Colon","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C103438"
