"id","alt_label","definition","identifier","notation","pref_label","uri"
"7664","","A unit of enzyme concentration which is defined as the amount of enzyme that can digest urea-denatured hemoglobin at the same initial rate as one milliequivalent of tyrosine at standard conditions.","C122201","Anson U","Anson Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C122201"
"7665","Anti-Xa Activity International Unit","A unit of unfractionated or low molecular weight heparin anticoagulation potency determined as the amount that neutralizes one unit of coagulation factor Xa preparation defined as an international biological standard by WHO (World Health Organization) First International Low Molecular Weight Heparin Reference Standard.(NCI)","C70497","anti-Xa IU","Anti-Xa Activity International Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70497"
"7666","Anti-Xa Activity International Unit per Milliliter","A specific anticoagulation activity of unfractionated or low molecular weight heparin on factor Xa, expressed as a number of international anti-Xa heparin units per one milliliter of plasma.(NCI)","C70498","anti-Xa IU/mL","Anti-Xa Activity International Unit per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70498"
"7667","","A unit of antibody concentration measured by comparison against a known concentration of antibodies in a standard reference specimen.","C111129","Antibody Unit","Antibody Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C111129"
"7668","[APL'U];Immunoglobin A Phospholipid Units","A unit for semiquantitative measurement of IgA autoantibodies to proteins associated with negatively charged phospholipids evaluated against an established reference standard.","C122202","APL U","IgA Phospholipid Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C122202"
"7669","Immunoglobin A Phospholipid Units per Milliliter","A unit for semiquantitative measurement of IgA autoantibodies to proteins associated with negatively charged phospholipids evaluated against an established reference standard, per unit of volume equal to one milliliter.","C117965","APL U/mL","Immunoglobin A Phospholipid Unit per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C117965"
"7670","Application Dosing Unit","A dosing measurement based on the amount of substance applied.","C25397","APPLICATION","Application Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C25397"
"7671","Immunoglobin A Phosphatidylserine Units;Phosphatidylserine IgA Antibody Unit","A unit for semiquantitative measurement of IgA autoantibodies to proteins associated with phosphatidylserine evaluated against an established reference standard. (NCI)","C161498","APS U","Phosphatidylserine IgA Antibody Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C161498"
"7672","","A unit based on or subject to individual judgment, preference, or predetermined reference. (NCI)","C75765","Arbitrary U","Arbitrary Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C75765"
"7673","Atmosphere","A unit of pressure, equal to a barometer reading of 760 mm Hg. 1 atmosphere is 101325 Pascals and 1.01325 bar. This unit of pressure is roughly equal to the average atmospheric pressure at sea level on the earth.(NCI)","C54711","atm","Atmosphere","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C54711"
"7674","Allergy Unit per Milliliter","Unit of measure of potency of allergenic product expressed as a number of allergy units per one milliliter of formulation.(NCI)","C70504","AU/mL","Allergy Unit per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70504"
"7675","Bag Dosing Unit","A dosing measurement based on the bag unit.(NCI)","C48474","BAG","Bag Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48474"
"7676","Bar Dosing Unit","A dosing measurement based on the bar unit.(NCI)","C48475","BAR","Bar Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48475"
"7677","Bioequivalent Allergy Unit","A unit used for standardization of an allergenic product based on evaluation of product potency against reference standard in combined in vivo (skin test) and in vitro (IgE-based ELISA) testing.(NCI)","C70505","BAU","Bioequivalent Allergy Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70505"
"7678","Bioequivalent Allergy Unit per Milliliter","Unit of measure of potency of allergenic product expressed as a number of bioequivalent allergy units per one milliliter of formulation.","C116235","BAU/mL","Bioequivalent Allergy Unit per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C116235"
"7679","Biological Unit per Milliliter","Unit of measure of potency of allergenic product expressed as a number of biological units per one milliliter of formulation.","C116231","BE/mL","Biological Allergy Unit per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C116231"
"7680","","The unit of measure for the number of times in which light paths are interrupted by movement.","C129002","BEAM BREAKS","Beam Break Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C129002"
"7681","Beats per Minute;bpm;BPM","The number of heartbeats measured per minute time. (NCI)","C49673","beats/min","Beats per Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C49673"
"7682","Bel","A logarithmic ratio unit (base-10 logarithms) used to express relative magnitude of a physical quantity (usually power or intensity) in comparison with a specified or implied reference level. Particularly, Bel is used as a unit of relative sound intensity. In the latter context it is equal to ten decibels or to approximately 1.151293 nepers.(NCI)","C71200","bel","Bel","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C71200"
"7683","Biscuit Dosing Unit","A measurement based on the biscuit unit.","C111139","BISCUIT","Biscuit Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C111139"
"7684","","A unit of measure to quantify the number of rectangular areas in a city surrounded by streets.","C111140","BLOCKS","Block Unit of Distance","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C111140"
"7685","Bolus Dosing Unit","A dosing measurement based on the bolus unit.(NCI)","C48476","BOLUS","Bolus Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48476"
"7686","Bottle Dosing Unit","A dosing measurement based on the bottle unit.(NCI)","C48477","BOTTLE","Bottle Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48477"
"7687","Bowl Dosing Unit","A dosing measurement based on the bowl unit.","C151970","BOWL","Bowl Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C151970"
"7688","Box Dosing Unit","A dosing measurement based on the box unit.(NCI)","C48478","BOX","Box Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48478"
"7689","BASE PAIRS","A number representing the paired nucleotides in a DNA or RNA sequence.","C132477","BP","Base Pair Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C132477"
"7690","Becquerel","A unit of activity of a radionuclide, equal to one nuclear disintegration or other nuclear transition from a particular energy state occurring in an amount of a radionuclide during one second-long time interval.(NCI)","C42562","Bq","Becquerel","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C42562"
"7691","Becquerel per Gram","A unit of specific radioactivity (massic activity) equal to activity of one Becquerel of the sample with total mass of one gram.(NCI)","C70522","Bq/g","Becquerel per Gram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70522"
"7692","Becquerel per Kilogram","A unit of specific radioactivity (massic activity) equal to activity of one Becquerel of the sample with total mass of one kilogram.(NCI)","C70521","Bq/kg","Becquerel per Kilogram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70521"
"7693","Becquerel per Liter","A unit of volumetric radioactivity concentration defined as a concentration of a radionuclide with an activity equal to one Becquerel per unit volume equal to one liter.(NCI)","C71165","Bq/L","Becquerel per Liter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C71165"
"7694","Becquerel per Milligram;kBq/g;Kilobecquerel per Gram","A unit of specific radioactivity (massic activity) equal to activity of one Becquerel of the sample with total mass of one milligram.(NCI)","C70524","Bq/mg","Becquerel per Milligram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70524"
"7695","Becquerel per Milliliter;kBq/L;Kilobecquerel per Liter","A unit of volumetric radioactivity concentration defined as a concentration of a radionuclide with an activity equal to one Becquerel per unit volume equal to one milliliter or one kilobecquerel per liter.(NCI)","C71167","Bq/mL","Becquerel per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C71167"
"7696","Becquerel per Microgram;Bq/mcg;Bq/ug;kBq/mg;Kilobecquerel per Milligram;MBq/g;Megabecquerel per Gram","A unit of specific radioactivity (massic activity) equal to activity of one Becquerel of the sample with total mass of one microgram, or equal to activity of one kilobecquerel of the sample with total mass of one milligram.","C70523","Bq/ug","Becquerel per Microgram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70523"
"7697","Becquerel per Microliter;kBq/mL;Kilobecquerel per Milliliter;MBq/L;Megabecquerel per Liter","A unit of volumetric radioactivity concentration defined as a concentration of a radionuclide with an activity equal to one Becquerel per unit volume equal to one millionth of a liter.(NCI)","C71166","Bq/uL","Becquerel per Microliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C71166"
"7698","Breaths per 30 Seconds","The number of breaths (inhalation and exhalation) taken within a period of time equal to thirty seconds.","C176382","breaths/30s","Breaths per Thirty Seconds","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C176382"
"7699","Breaths per Minute","The number of breaths (inhalation and exhalation) taken per minute time. (NCI)","C49674","breaths/min","Breaths per Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C49674"
"7700","Bethesda Unit","A unit of measurement for blood coagulation inhibitor activity, expressed in the amount of an inhibitor neutralizing 50% of a coagulant during the incubation period.","C117966","BU","Bethesda Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C117966"
"7701","Bethesda Unit per Milliliter","A unit of measurement for blood coagulation inhibitor activity, expressed as a Bethesda Unit per unit of volume equal to one milliliter. (NCI)","C117967","BU/mL","Bethesda Unit per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C117967"
"7702","Degree Celsius","A unit of temperature of the temperature scale designed so that the freezing point of water is 0 degrees and the boiling point is 100 degrees at standard atmospheric pressure. The current official definition of the Celsius sets 0.01 C to be at the triple point of water and a degree to be 1/273.16 of the difference in temperature between the triple point of water and absolute zero. One degree Celsius represents the same temperature difference as one Kelvin. (NCI)","C42559","C","Degree Celsius","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C42559"
"7703","Calorie","A measurement of nutritional energy. The quantity of thermal energy required to raise one gram of water one degree Centigrade under standard conditions. 1 calorie equals 4.186 joules. (NCI)","C67193","cal","calorie","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67193"
"7704","Can Dosing Unit","A dosing measurement based on the can unit.(NCI)","C48479","CAN","Can Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48479"
"7705","Capful Dosing Unit","A unit of measure equal to the amount that the cap on the bottle can contain.","C102405","CAPFUL","Capful Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C102405"
"7706","Caplet Dosing Unit","A dosing measurement based on the caplet unit.","C64696","CAPLET","Caplet Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C64696"
"7707","cap;Capsule Dosing Unit","A dosing measurement based on the capsule unit.(NCI)","C48480","CAPSULE","Capsule Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48480"
"7708","Cartridge Dosing Unit","A dosing measurement based on the cartridge unit.(NCI)","C48481","CARTRIDGE","Cartridge Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48481"
"7709","50 Percent Cell Culture Infective Dose per Dose","A potency unit equal to the potency at which one dose of preparation contains one 50 percent cell culture infective dose.(NCI)","C70535","CCID 50/dose","50 Percent Cell Culture Infective Dose per Dose","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70535"
"7710","50 Percent Cell Culture Infective Dose per Milliliter","A potency unit equal to the potency at which one milliliter of preparation contains one 50 percent cell culture infective dose. (NCI)","C120845","CCID 50/mL","50 Percent Cell Culture Infective Dose per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C120845"
"7711","Candela","The candela is the basic unit of luminous intensity. It is the luminous intensity in a given direction of a small monochromatic light source at 540 terahertz emitting 1/683 watt per steradian in that direction. This is dependent upon the definitions of the meter, kilogram, and second.(NCI)","C42538","cd","Candela","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C42538"
"7712","","A unit of luminous intensity expressed as one candela in one second of light emittance per square meter of area.","C122203","cd*s/m2","Candela Second per Square Meter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C122203"
"7713","","A unit of luminous intensity expressed as one candela per square meter of area.","C122204","cd/m2","Candela per Square Meter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C122204"
"7714","Colony Forming Unit per Gram","A unit of measurement of colony forming cells or microorganisms in a unit mass of substance of interest defined as the number of colony forming units in one gram of substance.","C68898","CFU/g","Colony Forming Unit per Gram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C68898"
